,name,company,year,Price,kms_driven,fuel_type
597,maruti suzuki alto,maruti,2009,90000.0,62000.0,petrol
598,tata nano lx,tata,2010,32000.0,48008.0,petrol
599,commercial car ta,commercial,2015,371500.0,46010.55011933174,petrol
600,renault duster 110,renault,2013,435000.0,39000.0,diesel
601,maruti suzuki wagon,maruti,2010,225000.0,40000.0,petrol
602,maruti suzuki swift,maruti,2006,189700.0,48247.0,petrol
603,maruti suzuki ertiga,maruti,2012,389700.0,39000.0,diesel
604,maruti suzuki swift,maruti,2014,365000.0,23000.0,petrol
605,maruti suzuki alto,maruti,2017,360000.0,9400.0,petrol
606,hyundai i20 magna,hyundai,2010,210000.0,50000.0,petrol
607,hyundai i10 magna,hyundai,2009,170000.0,75000.0,petrol
608,tata indica,tata,2015,130000.0,46010.55011933174,petrol
609,tata zest xe,tata,2017,380000.0,70000.0,diesel
610,mahindra xylo e8,mahindra,2009,295000.0,64000.0,diesel
611,toyota corolla altis,toyota,2010,185000.0,55000.0,petrol
612,tata manza aqua,tata,2014,160000.0,46010.5501193318,diesel
613,mahindra kuv100 k8,mahindra,2018,404688.5344224037,7500.0,diesel
614,used bt new,used,2015,255000.0,46010.55011933174,petrol
615,renault kwid 1.0,renault,2018,290000.0,2137.0,petrol
616,sale tata,sale,2015,100000.0,46010.55011933174,petrol
617,tata venture ex,tata,2013,100000.0,30000.0,diesel
618,maruti suzuki swift,maruti,2014,315000.0,44000.0,petrol
619,maruti suzuki alto,maruti,2002,404688.5344224037,56000.0,petrol
620,skoda octavia classic,skoda,2006,114990.0,65000.0,diesel
621,maruti suzuki omni,maruti,2012,120000.0,160000.0,lpg
622,chevrolet beat diesel,chevrolet,2011,125000.0,56000.0,diesel
623,tata sumo gold,tata,2012,210000.0,75000.0,diesel
624,tata indigo 2017,tata,2015,170000.0,46010.55011933174,petrol
625,hyundai verna 1.6,hyundai,2018,855000.0,42000.0,diesel
626,tata sumo gold,tata,2012,210000.0,75000.0,diesel
627,mahindra scorpio 2.6,mahindra,2007,260000.0,56000.0,diesel
628,maruti suzuki zen,maruti,2002,95000.0,10544.0,petrol
629,maruti suzuki swift,maruti,2011,255000.0,64000.0,petrol
630,mahindra scorpio slx,mahindra,2008,300000.0,70000.0,diesel
631,hyundai grand i10,hyundai,2014,340000.0,25000.0,petrol
632,hyundai elite i20,hyundai,2017,550000.0,15000.0,petrol
633,ford ikon 1.6,ford,2003,60000.0,50000.0,petrol
634,hyundai elite i20,hyundai,2015,404688.5344224037,49500.0,petrol
635,tata indigo,tata,2015,150000.0,46010.55011933174,petrol
636,toyota innova 2.5,toyota,2011,750000.0,147000.0,diesel
637,nissan sunny xl,nissan,2011,230000.0,52000.0,petrol
638,chevrolet beat lt,chevrolet,2012,130000.0,90001.0,diesel
639,maruti suzuki alto,maruti,2017,270000.0,21000.0,petrol
640,maruti suzuki swift,maruti,2012,280000.0,48006.0,diesel
641,maruti suzuki swift,maruti,2012,280000.0,48006.0,diesel
642,maruti suzuki swift,maruti,2012,280000.0,48006.0,diesel
643,very good condition,very,2015,200000.0,46010.55011933174,petrol
644,toyota innova 2.0,toyota,2012,600000.0,80000.0,diesel
645,sale hyundai xcent,sale,2015,404688.5344224037,46010.55011933174,petrol
646,maruti suzuki swift,maruti,2010,190000.0,74000.0,diesel
647,hyundai elite i20,hyundai,2015,500000.0,22000.0,petrol
648,mahindra xuv500 w10,mahindra,2016,1065000.0,41000.0,diesel
649,volkswagen polo trendline,volkswagen,2015,350000.0,25000.0,diesel
650,toyota etios liva,toyota,2012,350000.0,85000.0,diesel
651,mahindra tuv300 t4,mahindra,2016,540000.0,29500.0,diesel
652,hyundai elite i20,hyundai,2015,470000.0,30000.0,petrol
653,hyundai santro xing,hyundai,2014,179000.0,57000.0,petrol
654,maruti suzuki zen,maruti,2003,48000.0,60000.0,petrol
655,maruti suzuki ciaz,maruti,2016,650000.0,50000.0,petrol
656,hyundai eon era,hyundai,2013,190000.0,39700.0,petrol
657,hyundai elantra 1.8,hyundai,2012,500000.0,65000.0,petrol
658,maruti suzuki swift,maruti,2010,270000.0,67000.0,diesel
659,maruti suzuki zen,maruti,2008,125000.0,46000.0,petrol
660,hyundai eon era,hyundai,2012,188000.0,38000.0,petrol
661,hyundai grand i10,hyundai,2016,380000.0,27000.0,petrol
662,hyundai verna fluidic,hyundai,2011,365000.0,43000.0,diesel
663,ford ecosport trend,ford,2014,465000.0,47000.0,petrol
664,hyundai i20 magna,hyundai,2011,240000.0,42000.0,petrol
665,chevrolet beat diesel,chevrolet,2016,179999.0,19336.0,diesel
666,tata indica ev2,tata,2015,140000.0,60105.0,diesel
667,jaguar xf 2.2,jaguar,2013,2190000.0,29000.0,diesel
668,audi q5 2.0,audi,2014,2390000.0,34000.0,diesel
669,bmw 3 series,bmw,2011,1075000.0,35000.0,diesel
670,maruti suzuki swift,maruti,2015,475000.0,22000.0,petrol
671,bmw x1 sdrive20d,bmw,2012,1025000.0,41000.0,diesel
672,maruti suzuki s,maruti,2016,615000.0,21000.0,diesel
673,maruti suzuki ertiga,maruti,2013,475000.0,48000.0,diesel
674,maruti suzuki alto,maruti,2016,270000.0,38000.0,petrol
675,honda city sv,honda,2014,475000.0,34000.0,diesel
676,volkswagen vento comfortline,volkswagen,2011,240000.0,45933.0,petrol
677,honda city 1.5,honda,2005,120000.0,68000.0,petrol
678,audi a4 2.0,audi,2016,1900000.0,44000.0,diesel
679,mahindra kuv100,mahindra,2017,360000.0,35000.0,diesel
680,tata zest xe,tata,2018,450000.0,102563.0,diesel
681,mahindra xuv500 w8,mahindra,2015,900000.0,28600.0,diesel
682,maruti suzuki swift,maruti,2017,650000.0,41800.0,diesel
683,tata sumo gold,tata,2014,275000.0,116000.0,diesel
684,maruti suzuki swift,maruti,2009,210000.0,59000.0,petrol
685,mahindra scorpio 2.6,mahindra,2004,175000.0,58000.0,diesel
686,maruti suzuki omni,maruti,2009,85000.0,45000.0,petrol
687,mitsubishi pajero sport,mitsubishi,2015,1490000.0,42590.0,diesel
688,renault duster,renault,2014,800000.0,7400.0,diesel
689,volkswagen jetta comfortline,volkswagen,2009,450000.0,54500.0,diesel
690,maruti suzuki ertiga,maruti,2012,1000000.0,46010.5501193318,diesel
691,audi a4 2.0,audi,2013,1510000.0,27000.0,diesel
692,volvo s80 summum,volvo,2015,1850000.0,42000.0,diesel
693,toyota corolla altis,toyota,2014,790000.0,29000.0,petrol
694,mitsubishi pajero sport,mitsubishi,2015,1725000.0,37000.0,diesel
695,chevrolet beat lt,chevrolet,2012,135000.0,36000.0,petrol
696,bmw x1,bmw,2011,1000000.0,34000.0,diesel
697,datsun redi go,datsun,2018,299999.0,7000.0,petrol
698,mercedes benz c,mercedes,2009,1225000.0,76000.0,diesel
699,mahindra scorpio slx,mahindra,2004,175000.0,60000.0,diesel
700,volkswagen vento comfortline,volkswagen,2011,200000.0,95000.0,diesel
701,tata indigo cs,tata,2017,270000.0,50000.0,diesel
702,ford figo petrol,ford,2019,525000.0,0.0,petrol
703,honda city zx,honda,2006,180000.0,50000.0,petrol
704,maruti suzuki wagon,maruti,2008,140000.0,68000.0,petrol
705,ford ecosport trend,ford,2014,400000.0,16000.0,petrol
706,maruti suzuki swift,maruti,2016,499000.0,51000.0,diesel
707,maruti suzuki omni,maruti,2009,85000.0,56000.0,petrol
708,maruti suzuki zen,maruti,2004,70000.0,100000.0,petrol
709,renault duster rxl,renault,2015,550000.0,36000.0,petrol
710,maruti suzuki swift,maruti,2014,370000.0,11523.0,petrol
711,maruti suzuki baleno,maruti,2018,690000.0,1000.0,petrol
712,honda wr v,honda,2009,250000.0,60000.0,petrol
713,tata indigo cs,tata,2016,110000.0,85000.0,diesel
714,renault duster 110,renault,2013,490000.0,38600.0,diesel
715,mahindra scorpio lx,mahindra,2009,320000.0,95500.0,diesel
716,maruti suzuki zen,maruti,2004,68000.0,56000.0,petrol
717,maruti suzuki wagon,maruti,2014,130000.0,37458.0,petrol
718,maruti suzuki sx4,maruti,2016,970000.0,85960.0,diesel
719,audi a3 cabriolet,audi,2015,3100000.0,12516.0,petrol
720,hyundai eon d,hyundai,2018,280000.0,35000.0,petrol
721,maruti suzuki zen,maruti,2009,125000.0,0.0,petrol
722,mahindra scorpio slx,mahindra,2008,285000.0,80000.0,diesel
723,i want to,i,2015,475000.0,46010.55011933174,petrol
724,hyundai santro ae,hyundai,2011,165000.0,45000.0,petrol
725,i want sale,i,2015,320000.0,46010.55011933174,petrol
726,maruti suzuki swift,maruti,2009,250000.0,51000.0,diesel
727,mahindra scorpio s4,mahindra,2015,865000.0,30000.0,diesel
728,tata zest 6,tata,2015,370000.0,46010.55011933174,petrol
729,mahindra xylo d2,mahindra,2011,390000.0,48000.0,diesel
730,hyundai santro,hyundai,2003,60000.0,51000.0,petrol
731,chevrolet beat lt,chevrolet,2015,215000.0,90000.0,diesel
732,maruti suzuki swift,maruti,2015,475000.0,43000.0,diesel
733,mahindra xuv500 w8,mahindra,2015,899000.0,53000.0,diesel
734,toyota fortuner 3.0,toyota,2013,1499000.0,97000.0,diesel
735,maruti suzuki alto,maruti,2013,240000.0,20000.0,petrol
736,hyundai getz gle,hyundai,2007,99000.0,55000.0,petrol
737,maruti suzuki swift,maruti,2014,260000.0,120000.0,diesel
738,hyundai creta 1.6,hyundai,2019,1200000.0,0.0,petrol
739,hyundai santro xing,hyundai,2007,115000.0,46000.0,petrol
740,hyundai santro xing,hyundai,2009,88000.0,43200.0,petrol
741,mahindra xylo d2,mahindra,2011,390000.0,56000.0,diesel
742,hyundai santro xing,hyundai,2007,135000.0,42000.0,petrol
743,tata indica v2,tata,2009,90000.0,30600.0,diesel
744,hyundai i10 sportz,hyundai,2011,220000.0,38000.0,petrol
745,hyundai grand i10,hyundai,2017,424999.0,2550.0,petrol
746,hyundai santro xing,hyundai,2007,135000.0,47000.0,petrol
747,honda city 1.5,honda,2005,95000.0,41000.0,petrol
748,nissan micra xl,nissan,2017,430000.0,62500.0,diesel
749,honda city 1.5,honda,2005,115000.0,68000.0,petrol
750,maruti suzuki alto,maruti,2015,215000.0,50000.0,petrol
751,maruti suzuki wagon,maruti,2004,53000.0,69000.0,petrol
752,maruti suzuki ertiga,maruti,2012,500000.0,48000.0,diesel
753,tata indica ev2,tata,2012,85000.0,55000.0,diesel
754,maruti suzuki omni,maruti,2013,165000.0,25000.0,petrol
755,hyundai eon era,hyundai,2014,200000.0,28400.0,petrol
756,hyundai eon,hyundai,2014,200000.0,28000.0,petrol
757,maruti suzuki swift,maruti,2015,425000.0,42000.0,diesel
758,maruti suzuki ertiga,maruti,2015,650000.0,46010.55011933174,petrol
759,hyundai verna 1.6,hyundai,2012,600000.0,29000.0,diesel
760,chevrolet tavera ls,chevrolet,2005,130000.0,68485.0,diesel
761,tata tiago revotron,tata,2018,430000.0,3500.0,petrol
762,tata tiago revotorq,tata,2019,568500.0,0.0,petrol
763,tata nexon,tata,2019,404688.5344224037,0.0,petrol
764,tata,tata,2015,404688.5344224037,46010.55011933174,petrol
765,maruti suzuki zen,maruti,2006,71000.0,32000.0,petrol
766,mahindra kuv100 k8,mahindra,2018,560000.0,8000.0,diesel
767,ford ecosport titanium,ford,2014,590000.0,34000.0,diesel
768,hindustan motors ambassador,hindustan,1995,750000.0,37000.0,petrol
769,ford fusion 1.4,ford,2007,125000.0,85455.0,diesel
770,hyundai santro xing,hyundai,2007,135000.0,46000.0,petrol
771,hyundai santro,hyundai,2002,60000.0,47000.0,petrol
772,fiat linea emotion,fiat,2009,120000.0,64000.0,petrol
773,ford ikon 1.3,ford,2008,95000.0,46000.0,petrol
774,maruti suzuki omni,maruti,2017,240000.0,8000.0,petrol
775,tata indica v2,tata,2012,115000.0,64000.0,diesel
776,mahindra scorpio s4,mahindra,2015,795000.0,63000.0,diesel
777,hyundai santro xing,hyundai,2007,55000.0,65000.0,petrol
778,mahindra xylo d2,mahindra,2009,300000.0,62000.0,diesel
779,hyundai grand i10,hyundai,2014,320000.0,41000.0,petrol
780,maruti suzuki alto,maruti,2015,265000.0,14000.0,petrol
781,toyota corolla,toyota,2006,160000.0,40000.0,petrol
782,hyundai eon magna,hyundai,2017,300000.0,1600.0,petrol
783,tata sumo grande,tata,2010,130000.0,90000.0,diesel
784,maruti suzuki swift,maruti,2011,250000.0,58000.0,diesel
785,volkswagen polo highline1.2l,volkswagen,2013,380000.0,27000.0,petrol
786,maruti suzuki alto,maruti,2003,42000.0,60000.0,petrol
787,tata tiago revotron,tata,2017,400000.0,31000.0,petrol
788,maruti suzuki swift,maruti,2009,120000.0,90000.0,diesel
789,maruti suzuki swift,maruti,2009,120000.0,90000.0,diesel
790,tata indigo ecs,tata,2016,130000.0,150000.0,diesel
791,chevrolet beat ls,chevrolet,2014,189000.0,31000.0,diesel
792,2012 tata sumo,2012,2015,250000.0,46010.55011933174,petrol
793,mahindra xylo e8,mahindra,2011,365000.0,43000.0,diesel
794,hyundai eon d,hyundai,2013,170000.0,20000.0,petrol
795,well mentained tata,well,2015,380000.0,46010.55011933174,petrol
796,all paper updated,all,2015,145000.0,46010.55011933174,petrol
797,maruti ertiga showroom,maruti,2015,480000.0,46010.55011933174,petrol
798,7 seater mahindra,7,2015,404688.5344224037,46010.55011933174,petrol
799,9 seater mahindra,9,2015,404688.5344224037,46010.55011933174,petrol
800,scratch less tata,scratch,2015,140000.0,46010.55011933174,petrol
801,maruti suzuki swift,maruti,2015,360000.0,46010.55011933174,petrol
802,commercial chevrolet beat,commercial,2015,180000.0,46010.55011933174,petrol
803,urgent sell my,urgent,2015,350000.0,46010.55011933174,petrol
804,tata sumo gold,tata,2013,215000.0,100000.0,petrol
805,sell my car,sell,2015,300000.0,46010.55011933174,petrol
806,maruti suzuki swift,maruti,2015,310000.0,46010.55011933174,petrol
807,hyunda,hyundai,2015,404688.5344224037,46010.55011933174,petrol
808,commercial maruti suzuki,commercial,2015,404688.5344224037,46010.55011933174,petrol
809,urgent sale ta,urgent,2015,220000.0,46010.55011933174,petrol
810,maruti suzuki alto,maruti,2015,95000.0,46010.55011933174,petrol
811,tata,tata,2015,404688.5344224037,46010.55011933174,petrol
812,tata indi,tata,2015,110000.0,46010.55011933174,petrol
813,tata nano,tata,2013,60000.0,7000.0,petrol
814,hyundai elite i20,hyundai,2017,599999.0,31000.0,petrol
815,hyundai i10 magna,hyundai,2009,400000.0,33000.0,petrol
816,hyundai creta,hyundai,2016,900000.0,60000.0,diesel
817,volkswagen polo,volkswagen,2013,299999.0,48000.0,diesel
818,maruti suzuki dzire,maruti,2014,374999.0,33000.0,petrol
819,tata bolt xm,tata,2015,600000.0,15000.0,petrol
820,maruti suzuki alto,maruti,2005,70000.0,47000.0,petrol
821,maruti suzuki alto,maruti,2005,100000.0,40000.0,petrol
822,hyundai venue,hyundai,2019,404688.5344224037,7000.0,diesel
823,maruti suzuki ritz,maruti,2010,150000.0,38000.0,diesel
824,maruti suzuki alto,maruti,2017,225000.0,12500.0,petrol
825,maruti suzuki dzire,maruti,2009,210000.0,42000.0,petrol
826,renault lodgy,renault,2016,404688.5344224037,20000.0,diesel
827,hyundai i20 asta,hyundai,2014,425000.0,31000.0,petrol
828,maruti suzuki swift,maruti,2008,162000.0,60000.0,diesel
829,tata indica v2,tata,2005,60000.0,80000.0,diesel
830,mahindra scorpio vlx,mahindra,2014,650000.0,77000.0,diesel
831,toyota innova 2.5,toyota,2012,750000.0,75000.0,diesel
832,mahindra xylo e8,mahindra,2010,375000.0,40000.0,diesel
833,hyundai i20 magna,hyundai,2011,230000.0,47000.0,petrol
834,maruti suzuki omni,maruti,2000,35999.0,60000.0,petrol
835,mahindra kuv100,mahindra,2016,380000.0,26500.0,petrol
836,mahindra kuv100 k8,mahindra,2019,560000.0,2875.0,petrol
837,datsun go plus,datsun,2016,285000.0,13900.0,petrol
838,ford endeavor 4x4,ford,2019,2900000.0,9000.0,diesel
839,tata indica v2,tata,2005,39999.0,80000.0,diesel
840,hyundai santro xing,hyundai,2006,85000.0,60000.0,petrol
841,maruti suzuki wagon,maruti,2016,395000.0,20000.0,petrol
842,maruti suzuki swift,maruti,2008,175000.0,58000.0,diesel
843,maruti suzuki alto,maruti,2019,400000.0,1500.0,petrol
844,toyota innova 2.5,toyota,2011,750000.0,75000.0,diesel
845,any type car,any,2015,170000.0,46010.55011933174,petrol
846,maruti suzuki alto,maruti,2016,250000.0,2450.0,petrol
847,maruti suzuki alto,maruti,2019,425000.0,1625.0,petrol
848,maruti suzuki alto,maruti,2019,404688.5344224037,1500.0,petrol
849,volkswagen polo highline1.2l,volkswagen,2017,525000.0,45000.0,petrol
850,mahindra logan,mahindra,2009,130000.0,65000.0,diesel
851,maruti suzuki 800,maruti,2000,30000.0,33400.0,petrol
852,mahindra scorpio,mahindra,2011,475000.0,60123.0,diesel
853,chevrolet sail 1.2,chevrolet,2013,300000.0,28000.0,petrol
854,volkswagen vento highline,volkswagen,2015,404688.5344224037,38900.0,diesel
855,hyundai santro ae,hyundai,2003,60000.0,70000.0,petrol
856,maruti suzuki wagon,maruti,2006,100000.0,7000.0,petrol
857,hyundai eon,hyundai,2018,260000.0,25000.0,petrol
858,tata manza,tata,2015,100000.0,100000.0,diesel
859,toyota innova 2.0,toyota,2019,404688.5344224037,4000.0,petrol
860,toyota etios g,toyota,2013,265000.0,42000.0,petrol
861,hyundai getz prime,hyundai,2009,115000.0,20000.0,petrol
862,toyota qualis,toyota,2003,180000.0,100000.0,diesel
863,hyundai santro xing,hyundai,2004,45000.0,137495.0,petrol
864,tata indica ev2,tata,2016,50500.0,91200.0,diesel
865,honda city 1.5,honda,2009,270000.0,55000.0,petrol
866,tata zest xe,tata,2017,290000.0,120000.0,diesel
867,mahindra quanto c4,mahindra,2013,325000.0,63000.0,diesel
868,tata indigo ecs,tata,2016,160000.0,104000.0,diesel
869,maruti suzuki swift,maruti,2016,350000.0,146000.0,diesel
870,hyundai elite i20,hyundai,2011,290000.0,40000.0,petrol
871,hyundai i20 select,hyundai,2011,290000.0,40000.0,petrol
872,chevrolet tavera neo,chevrolet,2007,465000.0,100800.0,diesel
873,maruti suzuki dzire,maruti,2016,325000.0,150000.0,diesel
874,hyundai elite i20,hyundai,2018,510000.0,2100.0,petrol
875,honda city vx,honda,2016,860000.0,95000.0,petrol
876,maruti suzuki dzire,maruti,2016,450000.0,2500.0,diesel
877,hyundai getz,hyundai,2006,125000.0,80000.0,petrol
878,mercedes benz c,mercedes,2006,500001.0,15000.0,petrol
879,maruti suzuki alto,maruti,2005,95000.0,65000.0,petrol
880,maruti suzuki swift,maruti,2009,250000.0,51000.0,diesel
881,skoda fabia,skoda,2009,110000.0,45000.0,petrol
882,maruti suzuki alto,maruti,2015,404688.5344224037,70000.0,petrol
883,maruti suzuki ritz,maruti,2011,270000.0,50000.0,petrol
884,tata zest 2017,tata,2015,450000.0,46010.55011933174,petrol
885,tata indica v2,tata,2009,110000.0,30000.0,diesel
886,toyota corolla altis,toyota,2009,300000.0,132000.0,petrol
887,ta,tara,2015,310000.0,46010.55011933174,petrol
888,tata zest xm,tata,2018,260000.0,27000.0,diesel
889,mahindra quanto c8,mahindra,2013,390000.0,40000.0,diesel
890,honda amaze 1.2,honda,2014,180000.0,46010.55011933174,petrol
891,chevrolet sail 1.2,chevrolet,2014,160000.0,46010.55011933174,petrol
